RMSE,MAE,MAPE,config_name,seed_idx,trial,trial_seed,compute_time
583.3664629023571,487.4423014322917,7.83007488914841,lstm_large,1,45,1087,2.793463945388794
604.5324460631615,526.5319417317709,8.723717082107827,lstm_large,1,46,1088,2.754638910293579
314.95862271985135,277.7096761067708,4.637145095262599,lstm_large,1,47,1089,2.7369163036346436
979.3786054125213,871.0177815755209,14.02338822283837,lstm_large,1,48,1090,3.1991279125213623
619.4029111300994,502.4857177734375,8.163590981746816,lstm_large,1,49,1091,2.8339426517486572
436.98905156487626,401.2021891276042,6.717144224620007,lstm_large,2,0,2042,2.7443699836730957
1107.1698908215285,771.336669921875,12.416072881790747,lstm_large,2,1,2043,3.066589593887329
2596.6373317174434,1609.9780406951904,25.4619497410625,lstm_large,2,2,2044,2.8430192470550537
936.1412852431635,712.1497802734375,11.66385898153407,lstm_large,2,3,2045,2.7920310497283936
1533.8073249384295,1428.3079630533855,23.110338635819634,lstm_large,2,4,2046,2.7010717391967773
370.66352276616203,328.608154296875,5.471401533774077,lstm_large,2,5,2047,3.208571195602417
405.28715269474594,333.3109944661458,5.581678728169297,lstm_large,2,6,2048,2.7568161487579346
476.6944556722854,391.9591878255208,6.473002162622087,lstm_large,2,7,2049,2.7239716053009033
4358.786499099333,4067.5716145833335,67.64227018647354,lstm_large,2,8,2050,2.715515613555908
290.10069158603795,249.58805338541666,4.208901196937651,lstm_large,2,9,2051,3.1799254417419434
529.5308730503323,359.3243815104167,5.959129387855697,lstm_large,2,10,2052,2.747307062149048
1866.3476813326558,1711.130126953125,27.784318216691307,lstm_large,2,11,2053,2.735640048980713
1677.4398579493015,1502.1934000651042,24.215313137450746,lstm_large,2,12,2054,3.0743424892425537
814.9638762689079,716.4668375651041,11.775698100820183,lstm_large,2,13,2055,2.7916531562805176
655.4572711356248,542.3797200520834,8.79356296536656,lstm_large,2,14,2056,2.7625129222869873
947.9007030633883,853.3600260416666,13.86624037572152,lstm_large,2,15,2057,2.7294209003448486
395.1527918359224,314.9768473307292,5.351609896074399,lstm_large,2,16,2058,3.149813413619995
1463.774563232123,1350.10205078125,21.834993251126743,lstm_large,2,17,2059,2.847360372543335
1381.52614166711,1178.0279134114583,19.494905571193,lstm_large,2,18,2060,2.7713122367858887
1643.8082691265536,1252.9063720703125,20.679926127350893,lstm_large,2,19,2061,2.7270724773406982
703.1465263068478,612.2713216145834,9.912748852652669,lstm_large,2,20,2062,3.2123608589172363
285.72663999297475,222.7823486328125,3.811280861825397,lstm_large,2,21,2063,2.8213274478912354
320.97233497714257,265.5693359375,4.422470501125663,lstm_large,2,22,2064,2.776451349258423
423.8506276112145,361.6463623046875,6.0067134131060795,lstm_large,2,23,2065,3.1669790744781494
426.22457337204463,344.3534749348958,5.887245847799655,lstm_large,2,24,2066,2.8523788452148438
303.22317898172156,272.0032145182292,4.393199613892632,lstm_large,2,25,2067,2.804140329360962
298.43268064691927,249.78352864583334,4.209407179251084,lstm_large,2,26,2068,2.749359369277954
374.98952758269974,291.7643229166667,5.014166277845102,lstm_large,2,27,2069,3.2245676517486572
412.5467498524678,309.1845296223958,5.293937283944764,lstm_large,2,28,2070,2.817243814468384
2757.9655678823015,2260.80029296875,36.95256400772705,lstm_large,2,29,2071,2.7824888229370117
892.6936007945815,729.4352213541666,12.083172122645037,lstm_large,2,30,2072,2.736358880996704
5299.64421880388,5176.6641365687055,84.51676056790082,lstm_large,2,31,2073,3.2196860313415527
295.22634116311735,238.46993001302084,4.074534759782158,lstm_large,2,32,2074,2.788647174835205
5064.178761889046,4787.475972493489,77.66588701731507,lstm_large,2,33,2075,2.7656219005584717
275.1360927043634,210.05094401041666,3.6010885226972094,lstm_large,2,34,2076,3.071126937866211
536.7636235213622,449.6290283203125,7.573217356822716,lstm_large,2,35,2077,2.798729181289673
1845.4829672485469,1427.5479125976562,23.060279705612082,lstm_large,2,36,2078,2.7507283687591553
216.3157379061352,182.8404541015625,3.0655688001562615,lstm_large,2,37,2079,2.7289795875549316
839.3812368598186,800.5111490885416,13.352516405160634,lstm_large,2,38,2080,3.203688383102417
461.2543264260653,400.3900553385417,6.466197044447029,lstm_large,2,39,2081,2.8487443923950195
313.6720818721205,261.4453125,4.41748244348204,lstm_large,2,40,2082,2.794816732406616
662.1753576318779,626.8675130208334,10.495458296967604,lstm_large,2,41,2083,2.737506151199341
378.9883415069382,295.6711018880208,5.050311008350578,lstm_large,2,42,2084,3.2022900581359863
794.7312402263211,685.1507568359375,10.947446430329789,lstm_large,2,43,2085,2.8127598762512207
1046.2279761629022,899.3861083984375,14.910345495890532,lstm_large,2,44,2086,2.7733473777770996
483.01041649169576,406.8706868489583,6.558410813795107,lstm_large,2,45,2087,3.0712709426879883
273.97937035962156,226.44266764322916,3.7990910478908493,lstm_large,2,46,2088,2.8765385150909424
458.8618336658217,414.9323323567708,6.953945377872856,lstm_large,2,47,2089,2.8093936443328857
6003.909038981496,5995.867407004039,98.53783659981531,lstm_large,2,48,2090,2.7381768226623535
2156.7539137696476,1830.322489420573,30.375093551967574,lstm_large,2,49,2091,3.205848455429077
289.761784057208,232.3431396484375,3.9175082770352074,lstm_large,3,0,3042,2.7804479598999023
2898.044582549244,2473.510213216146,39.89447956119896,lstm_large,3,1,3043,2.730201005935669
2295.5878624712086,1944.961649576823,31.52225224652236,lstm_large,3,2,3044,2.70448637008667
561.9467998533694,486.8839111328125,7.805818732179487,lstm_large,3,3,3045,3.2224738597869873
344.98204131994066,256.9204915364583,4.434302901541791,lstm_large,3,4,3046,2.8249502182006836
246.3458602306296,186.21053059895834,3.196503971258536,lstm_large,3,5,3047,2.765439748764038
324.7013834158002,232.5489501953125,3.980435270632122,lstm_large,3,6,3048,2.7187938690185547
588.1365405605079,492.0284016927083,7.875333160763572,lstm_large,3,7,3049,3.15081787109375
5689.062168991506,5679.625366846721,93.47737193252303,lstm_large,3,8,3050,2.813383102416992
