Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,Seq2Seq+Attention_Mean,Seq2Seq+Attention_CI_Lower,Seq2Seq+Attention_CI_Upper,Seq2Seq+Attention_PI_Lower,Seq2Seq+Attention_PI_Upper,Dataset,Horizon,Horizon_Months
2019-02-01,5399.0,5361.820505674964,5361.820505674963,5361.820505674965,3512.672915610279,7210.968095739649,5721.921,5708.558,5735.2837,3483.9795,7959.8623,Train,2020-2021,24
2019-03-01,6123.0,5966.125379999599,5966.125379999598,5966.1253799996,4116.977789934914,7815.272970064285,5692.3677,5676.8,5707.9355,3454.4263,7930.309,Train,2020-2021,24
2019-04-01,5730.0,5853.500185744103,5853.500185744103,5853.500185744103,4004.352595679418,7702.647775808788,5818.165,5805.5537,5830.7764,3580.2236,8056.1064,Train,2020-2021,24
2019-05-01,6015.0,5854.397180980232,5854.397180980232,5854.397180980232,4005.2495909155473,7703.544771044917,5807.5933,5794.874,5820.3125,3569.6519,8045.5347,Train,2020-2021,24
2019-06-01,5989.0,5976.1807051169235,5976.1807051169235,5976.1807051169235,4127.033115052238,7825.328295181609,5976.7217,5961.8413,5991.602,3738.7803,8214.663,Train,2020-2021,24
2019-07-01,6333.0,6153.816206155919,6153.816206155919,6153.816206155919,4304.668616091234,8002.963796220603,5948.527,5935.6914,5961.3623,3710.5854,8186.4683,Train,2020-2021,24
2019-08-01,6388.0,6205.540708931513,6205.540708931512,6205.540708931514,4356.393118866828,8054.688298996198,6129.3867,6115.4854,6143.288,3891.4453,8367.328,Train,2020-2021,24
2019-09-01,6048.0,6145.923999741461,6145.92399974146,6145.923999741462,4296.776409676775,7995.071589806146,6241.5967,6225.875,6257.3184,4003.6553,8479.538,Train,2020-2021,24
2019-10-01,6322.0,6055.889201542898,6055.889201542897,6055.889201542899,4206.741611478214,7905.036791607583,6234.716,6212.1025,6257.329,3996.7744,8472.657,Train,2020-2021,24
2019-11-01,6405.0,6140.470592509685,6140.470592509684,6140.470592509686,4291.323002445,7989.61818257437,6240.474,6221.3247,6259.6235,4002.5327,8478.416,Train,2020-2021,24
2019-12-01,6523.0,6776.260344783286,6776.260344783285,6776.260344783287,4927.112754718601,8625.407934847972,6259.443,6243.124,6275.7617,4021.5015,8497.385,Train,2020-2021,24
2020-01-01,6732.0,6547.088561760247,6547.088561760247,6547.088561760247,4697.9409716955615,8396.236151824933,6394.3647,6374.019,6414.7104,4156.4233,8632.307,Test,2020-2021,24
2020-02-01,6587.0,6104.018978825162,6104.018978825161,6104.018978825163,4254.871388760477,7953.1665688898465,6407.579,6377.5923,6437.566,4169.6377,8645.5205,Test,2020-2021,24
2020-03-01,7438.0,6763.997570833244,6763.997570833243,6763.997570833245,4914.849980768558,8613.14516089793,6405.26,6365.5137,6445.006,4167.3184,8643.201,Test,2020-2021,24
2020-04-01,8138.0,6428.03375876442,6428.033758764419,6428.033758764421,4578.886168699735,8277.181348829105,6375.548,6326.3486,6424.747,4137.6064,8613.489,Test,2020-2021,24
2020-05-01,9609.0,6659.208208597882,6659.208208597881,6659.208208597883,4810.060618533196,8508.355798662567,6368.8345,6310.847,6426.822,4130.893,8606.775,Test,2020-2021,24
2020-06-01,8378.0,6623.868984683088,6623.868984683087,6623.8689846830885,4774.721394618402,8473.016574747773,6357.669,6291.731,6423.607,4119.7275,8595.61,Test,2020-2021,24
2020-07-01,8692.0,6861.477601975666,6861.477601975666,6861.477601975666,5012.330011910981,8710.625192040352,6344.5825,6271.409,6417.756,4106.641,8582.523,Test,2020-2021,24
2020-08-01,8436.0,6851.552374798108,6851.552374798106,6851.55237479811,5002.404784733422,8700.699964862793,6335.5347,6255.4746,6415.5947,4097.5933,8573.477,Test,2020-2021,24
2020-09-01,7657.0,6565.116080438083,6565.1160804380825,6565.116080438084,4715.968490373398,8414.263670502769,6326.057,6239.7334,6412.381,4088.1157,8563.998,Test,2020-2021,24
2020-10-01,7537.0,6686.362660226832,6686.3626602268305,6686.362660226834,4837.215070162147,8535.510250291518,6317.093,6224.981,6409.2046,4079.1514,8555.034,Test,2020-2021,24
2020-11-01,7498.0,6655.874066652685,6655.874066652683,6655.874066652686,4806.726476587999,8505.02165671737,6309.2124,6211.688,6406.737,4071.271,8547.154,Test,2020-2021,24
2020-12-01,7861.0,6883.1630187121755,6883.1630187121755,6883.1630187121755,5034.01542864749,8732.310608776861,6301.7007,6199.188,6404.2134,4063.7593,8539.643,Test,2020-2021,24
2021-01-01,9066.0,6860.308113429002,6860.308113429002,6860.308113429002,5011.160523364317,8709.455703493688,6294.7446,6187.599,6401.89,4056.8032,8532.686,Test,2020-2021,24
2021-02-01,7946.0,6434.251631884211,6434.251631884211,6434.251631884211,4585.104041819526,8283.399221948896,6288.337,6176.8916,6399.782,4050.3955,8526.278,Test,2020-2021,24
2021-03-01,9528.0,7096.146461829661,7096.14646182966,7096.146461829662,5246.998871764976,8945.294051894347,6282.3535,6166.9233,6397.7837,4044.412,8520.295,Test,2020-2021,24
2021-04-01,9644.0,6762.816170645192,6762.816170645192,6762.816170645192,4913.668580580506,8611.963760709878,6276.8027,6157.6694,6395.936,4038.8613,8514.744,Test,2020-2021,24
2021-05-01,9504.0,6998.558547253704,6998.558547253703,6998.558547253705,5149.4109571890185,8847.70613731839,6271.65,6149.0757,6394.224,4033.7085,8509.592,Test,2020-2021,24
2021-06-01,9207.0,6977.865805226285,6977.865805226285,6977.865805226285,5128.7182151616,8827.013395290971,6266.8555,6141.0835,6392.6274,4028.914,8504.797,Test,2020-2021,24
2021-07-01,9545.0,7222.149910571838,7222.149910571837,7222.1499105718385,5373.002320507152,9071.297500636523,6262.3984,6133.651,6391.146,4024.457,8500.34,Test,2020-2021,24
2021-08-01,9546.0,7210.503670559445,7210.503670559444,7210.503670559446,5361.356080494759,9059.65126062413,6258.251,6126.736,6389.766,4020.3096,8496.192,Test,2020-2021,24
2021-09-01,9125.0,6904.571122950629,6904.571122950627,6904.5711229506305,5055.423532885943,8753.718713015314,6254.3896,6120.299,6388.4805,4016.4482,8492.331,Test,2020-2021,24
2021-10-01,8929.0,7049.795826785057,7049.795826785056,7049.795826785058,5200.648236720372,8898.943416849743,6250.795,6114.305,6387.2847,4012.8535,8488.736,Test,2020-2021,24
2021-11-01,8474.0,7001.899495218184,7001.899495218183,7001.899495218185,5152.751905153498,8851.04708528287,6247.446,6108.7217,6386.17,4009.5044,8485.387,Test,2020-2021,24
2021-12-01,8812.0,7227.9240740218465,7227.924074021846,7227.924074021847,5378.776483957161,9077.071664086532,6244.325,6103.5186,6385.132,4006.3838,8482.267,Test,2020-2021,24
